iter	Passed	Remaining
333	1063	2120
334	1066	2116
335	1068	2111
336	1072	2109
337	1075	2107
338	1078	2102
339	1080	2098
340	1083	2093
341	1086	2089
342	1089	2086
343	1092	2082
344	1095	2079
345	1098	2075
346	1100	2071
347	1103	2068
348	1107	2065
349	1110	2061
350	1112	2057
351	1115	2053
352	1118	2049
353	1121	2046
354	1124	2042
355	1127	2038
356	1129	2034
357	1131	2029
358	1134	2025
359	1137	2023
360	1141	2020
361	1144	2017
362	1147	2013
363	1150	2009
364	1153	2006
365	1157	2004
366	1160	2001
367	1162	1996
368	1165	1992
369	1170	1992
370	1173	1989
371	1177	1987
372	1180	1983
373	1183	1980
374	1186	1978
375	1190	1975
376	1193	1972
377	1195	1967
378	1199	1964
379	1202	1961
380	1205	1957
381	1208	1955
382	1211	1951
383	1214	1947
384	1217	1944
385	1220	1940
386	1223	1938
387	1226	1934
388	1228	1929
389	1231	1925
390	1234	1923
391	1238	1920
392	1240	1916
393	1242	1911
394	1245	1907
395	1248	1903
396	1251	1900
397	1253	1896
398	1257	1893
399	1260	1890
400	1262	1886
401	1265	1881
402	1269	1880
403	1272	1876
404	1276	1874
405	1278	1870
406	1281	1867
407	1285	1864
408	1288	1861
409	1290	1857
410	1293	1853
411	1295	1849
412	1298	1845
413	1301	1841
414	1304	1838
415	1308	1836
416	1311	1833
417	1315	1831
418	1318	1828
419	1322	1825
420	1325	1823
421	1328	1819
422	1332	1817
423	1335	1813
424	1338	1810
425	1341	1807
426	1344	1803
427	1346	1800
428	1349	1796
429	1352	1793
430	1356	1790
431	1358	1786
432	1361	1783
433	1365	1780
434	1367	1776
435	1370	1773
436	1373	1769
437	1376	1766
438	1379	1762
439	1381	1758
440	1384	1755
441	1387	1752
442	1390	1748
443	1392	1744
444	1395	1740
445	1397	1736
446	1400	1732
447	1403	1729
448	1406	1725
449	1409	1722
450	1411	1718
451	1416	1717
452	1419	1714
453	1423	1711
454	1425	1707
455	1428	1703
456	1431	1700
457	1434	1697
458	1437	1694
459	1441	1691
460	1443	1688
461	1446	1684
462	1449	1681
463	1452	1678
464	1455	1674
465	1458	1671
466	1461	1667
467	1463	1664
468	1467	1660
469	1470	1658
470	1473	1654
471	1475	1650
472	1478	1647
473	1481	1643
474	1484	1640
475	1487	1637
476	1490	1633
477	1492	1630
478	1495	1626
479	1499	1624
480	1502	1620
481	1504	1617
482	1507	1613
483	1510	1609
484	1513	1607
485	1516	1604
486	1519	1601
487	1523	1598
488	1525	1594
489	1528	1590
490	1531	1587
491	1534	1584
492	1537	1581
493	1540	1577
494	1543	1574
495	1545	1570
496	1548	1566
497	1551	1563
498	1553	1560
499	1556	1556
500	1559	1553
501	1562	1549
502	1565	1546
503	1568	1543
504	1571	1540
505	1574	1536
506	1577	1533
507	1580	1530
508	1583	1527
509	1586	1524
510	1589	1520
511	1591	1517
512	1594	1513
513	1597	1510
514	1600	1507
515	1603	1504
516	1606	1500
517	1609	1497
518	1612	1494
519	1615	1490
520	1618	1487
521	1621	1484
522	1624	1481
523	1628	1479
524	1632	1476
525	1634	1473
526	1637	1469
527	1640	1466
528	1643	1463
529	1646	1460
530	1649	1457
531	1652	1453
532	1654	1450
533	1657	1446
534	1660	1443
535	1663	1439
536	1666	1436
537	1669	1433
538	1672	1430
539	1676	1427
540	1678	1424
541	1681	1420
542	1684	1417
543	1686	1413
544	1689	1410
545	1692	1407
546	1695	1404
547	1698	1400
548	1701	1397
549	1704	1394
550	1706	1390
551	1710	1388
552	1713	1385
553	1716	1381
554	1719	1378
555	1722	1375
556	1725	1372
557	1729	1369
558	1731	1366
559	1734	1362
560	1737	1359
561	1739	1355
562	1742	1352
563	1746	1350
564	1749	1347
565	1752	1344
566	1755	1340
567	1758	1337
568	1761	1334
569	1764	1331
570	1767	1327
571	1769	1324
572	1772	1320
573	1775	1318
574	1778	1314
575	1781	1311
576	1784	1307
577	1787	1304
578	1789	1301
579	1792	1298
580	1795	1294
581	1798	1291
582	1802	1288
583	1805	1285
584	1808	1282
585	1810	1279
586	1813	1276
587	1816	1272
588	1819	1269
589	1821	1266
590	1824	1262
591	1827	1259
592	1830	1256
593	1832	1252
594	1836	1249
595	1838	1246
596	1841	1243
597	1844	1240
598	1847	1236
599	1850	1233
600	1853	1230
601	1856	1227
602	1859	1224
603	1861	1220
604	1864	1217
605	1867	1213
606	1870	1210
607	1873	1208
608	1877	1205
609	1880	1201
610	1882	1198
611	1885	1195
612	1887	1191
613	1892	1189
614	1895	1186
615	1897	1182
616	1899	1179
617	1902	1175
618	1905	1172
619	1908	1169
620	1911	1166
621	1914	1163
622	1918	1160
623	1920	1157
624	1923	1154
625	1926	1150
626	1929	1147
627	1932	1144
628	1935	1141
629	1938	1138
630	1942	1135
631	1945	1132
632	1947	1129
633	1950	1125
634	1953	1122
635	1955	1119
636	1959	1116
637	1962	1113
638	1964	1110
639	1967	1106
640	1970	1103
641	1973	1100
642	1976	1097
643	1979	1094
644	1982	1091
645	1985	1088
646	1988	1085
647	1991	1081
648	1995	1079
649	1997	1075
650	2000	1072
651	2003	1069
652	2006	1066
653	2009	1063
654	2012	1059
655	2014	1056
656	2017	1053
657	2020	1050
658	2023	1047
659	2026	1044
660	2029	1040
661	2031	1037
662	2034	1034
663	2036	1030
664	2040	1027
665	2042	1024
666	2045	1021
667	2047	1017
668	2051	1015
669	2054	1011
670	2057	1008
671	2060	1005
672	2062	1002
673	2065	999
674	2069	996
675	2072	993
676	2076	990
677	2079	987
678	2082	984
679	2085	981
680	2088	978
681	2091	975
682	2094	972
683	2096	968
684	2099	965
685	2102	962
686	2104	959
687	2108	956
688	2111	952
689	2114	950
690	2118	947
691	2120	943
692	2123	940
693	2126	937
694	2129	934
695	2132	931
696	2135	928
697	2138	925
698	2141	922
699	2143	918
700	2146	915
701	2149	912
702	2152	909
703	2155	906
704	2158	903
705	2161	900
706	2164	897
707	2167	894
708	2170	890
709	2173	887
710	2177	884
711	2179	881
712	2182	878
713	2185	875
714	2188	872
715	2190	868
716	2193	865
717	2197	862
718	2199	859
719	2202	856
720	2205	853
721	2208	850
722	2211	847
723	2214	844
724	2217	841
725	2220	837
726	2223	834
727	2226	831
728	2228	828
729	2231	825
730	2234	822
731	2238	819
732	2241	816
733	2244	813
734	2247	810
735	2250	807
736	2253	804
737	2256	800
738	2259	797
739	2261	794
740	2264	791
741	2267	788
742	2270	785
743	2273	782
744	2276	779
745	2279	776
746	2281	772
747	2284	769
748	2287	766
749	2291	763
750	2293	760
751	2295	757
752	2298	753
753	2300	750
754	2303	747
755	2306	744
756	2309	741
757	2312	738
758	2315	735
759	2318	732
760	2321	728
761	2323	725
762	2326	722
763	2329	719
764	2332	716
765	2335	713
766	2338	710
767	2342	707
768	2345	704
769	2347	701
770	2350	698
771	2353	695
772	2356	691
773	2359	688
774	2361	685
775	2365	682
776	2368	679
777	2371	676
778	2374	673
779	2376	670
780	2380	667
781	2382	664
782	2385	661
783	2388	658
784	2392	655
785	2395	652
786	2398	649
787	2401	646
788	2404	643
789	2407	640
790	2410	636
791	2413	633
792	2415	630
793	2418	627
794	2421	624
795	2425	621
796	2428	618
797	2430	615
798	2434	612
799	2437	609
800	2440	606
801	2442	603
802	2445	599
803	2448	596
804	2451	593
805	2454	590
806	2457	587
807	2460	584
808	2463	581
809	2465	578
810	2468	575
811	2471	572
812	2474	569
813	2476	565
814	2479	562
815	2483	559
816	2485	556
817	2488	553
818	2491	550
819	2494	547
820	2497	544
821	2500	541
822	2503	538
823	2506	535
824	2509	532
825	2512	529
826	2515	526
827	2518	523
828	2521	520
829	2525	517
830	2527	514
831	2530	510
832	2533	507
833	2535	504
834	2538	501
835	2541	498
836	2543	495
837	2546	492
838	2549	489
839	2553	486
840	2556	483
841	2559	480
842	2561	477
843	2564	473
844	2566	470
845	2570	467
846	2573	464
847	2576	461
848	2578	458
849	2582	455
850	2584	452
851	2587	449
852	2591	446
853	2593	443
854	2597	440
855	2599	437
856	2602	434
857	2604	431
858	2608	428
859	2611	425
860	2613	421
861	2616	418
862	2619	415
863	2622	412
864	2625	409
865	2627	406
866	2631	403
867	2633	400
868	2636	397
869	2639	394
870	2642	391
871	2645	388
872	2648	385
873	2650	382
874	2654	379
875	2658	376
876	2661	373
877	2663	370
878	2666	367
879	2669	364
880	2672	360
881	2675	357
882	2678	354
883	2680	351
884	2683	348
885	2686	345
886	2688	342
887	2691	339
888	2694	336
889	2697	333
890	2700	330
891	2703	327
892	2706	324
893	2708	321
894	2711	318
895	2714	315
896	2716	311
897	2720	309
898	2723	305
899	2726	302
900	2729	299
901	2732	296
902	2735	293
903	2739	290
904	2742	287
905	2744	284
906	2747	281
907	2750	278
908	2753	275
909	2757	272
910	2759	269
911	2761	266
912	2764	263
913	2767	260
914	2770	257
915	2772	254
916	2775	251
917	2778	248
918	2781	245
919	2784	242
920	2786	239
921	2789	236
922	2792	232
923	2794	229
924	2797	226
925	2800	223
926	2803	220
927	2805	217
928	2808	214
929	2811	211
930	2814	208
931	2817	205
932	2819	202
933	2823	199
934	2826	196
935	2828	193
936	2831	190
937	2834	187
938	2837	184
939	2840	181
940	2843	178
941	2847	175
942	2849	172
943	2853	169
944	2856	166
945	2859	163
946	2861	160
947	2864	157
948	2866	154
949	2869	151
950	2872	148
951	2875	144
952	2877	141
953	2880	138
954	2882	135
955	2886	132
956	2889	129
957	2892	126
958	2896	123
959	2899	120
960	2902	117
961	2904	114
962	2907	111
963	2911	108
964	2913	105
965	2917	102
966	2920	99
967	2923	96
968	2925	93
969	2928	90
970	2931	87
971	2935	84
972	2938	81
973	2940	78
974	2943	75
975	2946	72
976	2949	69
977	2952	66
978	2955	63
979	2957	60
980	2961	57
981	2964	54
982	2968	51
983	2970	48
984	2973	45
985	2976	42
986	2979	39
987	2981	36
988	2984	33
989	2987	30
990	2990	27
991	2993	24
992	2996	21
993	3000	18
994	3003	15
995	3006	12
996	3009	9
997	3012	6
998	3014	3
999	3017	0
